;fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
2662;7.0;0.23;0.33;1.0;0.043;46.0;110.0;0.99118;3.04;0.65;10.8;good
3950;4.9;0.345;0.34;1.0;0.068;32.0;143.0;0.9913799999999999;3.24;0.4;10.1;good
539;6.8;0.25;0.24;4.55;0.053;41.0;211.0;0.9955;3.37;0.67;9.5;good
4064;5.5;0.28;0.21;1.6;0.032;23.0;85.0;0.9902700000000001;3.42;0.42;12.5;good
27;7.0;0.28;0.39;8.7;0.051;32.0;141.0;0.9961;3.38;0.53;10.5;good
4146;7.1;0.13;0.29;15.5;0.064;56.0;115.5;0.9973700000000001;3.16;0.41;9.7;excellent
3204;6.8;0.28;0.34;7.5;0.035;34.0;177.0;0.99692;3.33;0.43;9.1;good
4472;7.0;0.28;0.28;1.4;0.039;12.0;83.0;0.9917299999999999;3.18;0.65;11.1;good
2835;6.3;0.25;0.22;3.3;0.048;41.0;161.0;0.99256;3.16;0.5;10.5;good
4175;6.9;0.35;0.39;2.4;0.048;25.0;157.0;0.9913299999999999;3.2;0.54;11.1;excellent
246;6.8;0.21;0.27;2.1;0.03;26.0;139.0;0.99;3.16;0.61;12.6;excellent
641;6.1;0.28;0.25;12.9;0.054000000000000006;34.0;189.0;0.9979;3.25;0.43;9.0;poor
398;5.9;0.26;0.27;18.2;0.048;52.0;168.0;0.9993;3.35;0.44;9.4;good
1345;7.3;0.39;0.37;1.1;0.043;36.0;113.0;0.991;3.39;0.48;12.7;excellent
4420;6.6;0.22;0.23;17.3;0.047;37.0;118.0;0.9990600000000001;3.08;0.46;8.8;good
2289;7.3;0.4;0.28;6.5;0.037000000000000005;26.0;97.0;0.9914799999999999;3.16;0.58;12.6;excellent
2933;6.9;0.22;0.31;6.3;0.028999999999999998;41.0;131.0;0.99326;3.08;0.49;10.8;good
3738;5.6;0.26;0.18;1.4;0.034;18.0;135.0;0.99174;3.32;0.35;10.2;good
579;6.0;0.38;0.26;6.0;0.034;42.0;134.0;0.9912;3.38;0.38;12.3;excellent
3166;5.2;0.34;0.37;6.2;0.031;42.0;133.0;0.9907600000000001;3.25;0.41;12.5;good
3763;6.7;0.39;0.24;2.7;0.017;22.0;80.0;0.9908399999999999;3.03;0.37;11.5;good
3037;6.3;0.33;0.42;17.2;0.037000000000000005;57.0;170.0;0.99884;3.26;0.57;9.4;good
4744;5.0;0.24;0.19;5.0;0.043;17.0;101.0;0.9943799999999999;3.67;0.57;10.0;good
3435;6.5;0.24;0.28;1.1;0.034;26.0;83.0;0.9892799999999999;3.25;0.33;12.3;good
3347;6.6;0.16;0.21;6.7;0.055;43.0;157.0;0.99384;3.15;0.52;10.8;good
4877;5.9;0.54;0.0;0.8;0.032;12.0;82.0;0.9928600000000001;3.25;0.36;8.8;good
4277;7.2;0.22;0.35;5.5;0.054000000000000006;37.0;183.0;0.99474;3.08;0.5;10.3;good
2301;6.6;0.22;0.28;12.05;0.057999999999999996;25.0;125.0;0.99856;3.45;0.45;9.4;good
3997;6.0;0.26;0.29;3.1;0.040999999999999995;37.0;144.0;0.98944;3.22;0.39;12.8;excellent
3099;6.7;0.34;0.4;2.1;0.033;34.0;111.0;0.98924;2.97;0.48;12.2;excellent
4330;6.4;0.24;0.26;8.2;0.054000000000000006;47.0;182.0;0.9953799999999999;3.12;0.5;9.5;good
3711;7.5;0.24;0.31;13.1;0.05;26.0;180.0;0.99884;3.05;0.53;9.1;good
408;6.3;0.14;0.39;1.2;0.044000000000000004;26.0;116.0;0.992;3.26;0.53;10.3;good
3179;8.5;0.2;0.4;1.1;0.046;31.0;106.0;0.9919399999999999;3.0;0.35;10.5;poor
3464;6.9;0.29;0.41;7.8;0.046;52.0;171.0;0.9953700000000001;3.12;0.51;9.6;good
1560;7.8;0.3;0.74;1.8;0.033;33.0;156.0;0.991;3.29;0.52;12.8;good
3379;7.6;0.36;0.49;11.3;0.046;87.0;221.0;0.9984;3.01;0.43;9.2;good
4725;6.9;0.31;0.33;12.7;0.038;33.0;116.0;0.9954;3.04;0.65;10.4;good
3349;6.4;0.17;0.27;9.9;0.047;26.0;101.0;0.9959600000000001;3.34;0.5;9.9;good
831;7.4;0.17;0.4;5.5;0.037000000000000005;34.0;161.0;0.9935;3.05;0.62;11.5;poor
4567;5.8;0.28;0.66;9.1;0.039;26.0;159.0;0.9965;3.66;0.55;10.8;good
2156;7.9;0.28;0.32;3.6;0.038;9.0;76.0;0.992;3.05;0.31;11.7;poor
2716;7.8;0.25;0.34;13.7;0.044000000000000004;66.0;184.0;0.99976;3.22;0.75;8.9;good
101;7.1;0.12;0.32;9.6;0.054000000000000006;64.0;162.0;0.9962;3.4;0.41;9.4;good
1736;6.1;0.22;0.23;3.1;0.052000000000000005;15.0;104.0;0.9948;3.14;0.42;8.7;good
1656;5.8;0.15;0.49;1.1;0.048;21.0;98.0;0.9929;3.19;0.48;9.2;good
2931;5.2;0.155;0.33;1.6;0.027999999999999997;13.0;59.0;0.98975;3.3;0.84;11.9;excellent
1586;9.3;0.31;0.49;1.3;0.042;34.0;147.0;0.9948;3.11;0.46;9.8;good
1567;7.5;0.19;0.49;1.8;0.055;19.0;110.0;0.9946;3.33;0.44;9.9;good
995;7.8;0.27;0.34;1.6;0.046;27.0;154.0;0.9927;3.05;0.45;10.5;good
2517;7.3;0.51;0.29;11.3;0.034;61.0;224.0;0.9968299999999999;3.14;0.56;9.5;good
3652;6.6;0.085;0.33;1.4;0.036000000000000004;17.0;109.0;0.99306;3.27;0.61;9.5;good
2396;8.4;0.3;0.25;17.75;0.047;25.0;218.0;1.00016;2.98;0.66;9.1;good
223;6.5;0.19;0.3;0.8;0.043;33.0;144.0;0.9936;3.42;0.39;9.1;good
4686;6.8;0.63;0.04;1.3;0.057999999999999996;25.0;133.0;0.99271;3.17;0.39;10.2;poor
4785;6.9;0.25;0.29;2.4;0.038;28.0;76.0;0.9908799999999999;3.01;0.36;11.7;excellent
2263;6.9;0.3;0.21;15.7;0.055999999999999994;49.0;159.0;0.9982700000000001;3.11;0.48;9.0;good
214;6.2;0.25;0.25;1.4;0.03;35.0;105.0;0.9912;3.3;0.44;11.1;excellent
3705;7.5;0.24;0.31;13.1;0.05;26.0;180.0;0.99884;3.05;0.53;9.1;good
3589;6.8;0.19;0.71;17.5;0.042;21.0;114.0;0.99784;2.85;0.5;9.5;good
3812;7.9;0.21;0.39;2.0;0.057;21.0;138.0;0.9917600000000001;3.05;0.52;10.9;good
1420;9.2;0.28;0.49;11.8;0.042;29.0;137.0;0.998;3.1;0.34;10.1;poor
2730;6.8;0.3;0.22;6.2;0.06;41.0;190.0;0.9985799999999999;3.18;0.51;9.2;good
4549;6.9;0.28;0.37;9.1;0.037000000000000005;16.0;76.0;0.9948;3.05;0.54;11.1;good
4475;5.7;0.22;0.33;1.9;0.036000000000000004;37.0;110.0;0.98945;3.26;0.58;12.4;good
3070;6.8;0.28;0.43;7.6;0.03;30.0;110.0;0.99164;3.08;0.59;12.5;excellent
4059;6.8;0.16;0.36;1.3;0.034;32.0;98.0;0.9905799999999999;3.02;0.58;11.3;good
2852;7.9;0.2;0.39;1.0;0.040999999999999995;37.0;154.0;0.99093;3.08;0.43;11.9;good
1849;7.0;0.24;0.25;1.7;0.042;48.0;189.0;0.992;3.25;0.42;11.4;good
2234;7.2;0.23;0.38;6.1;0.067;20.0;90.0;0.9949600000000001;3.17;0.79;9.7;good
4326;7.4;0.38;0.34;8.3;0.052000000000000005;44.0;168.0;0.9962700000000001;3.11;0.52;9.2;good
1605;7.1;0.26;0.49;2.2;0.032;31.0;113.0;0.9903;3.37;0.42;12.9;excellent
1099;5.8;0.29;0.21;2.6;0.025;12.0;120.0;0.9894;3.39;0.79;14.0;excellent
1544;8.9;0.13;0.49;1.0;0.027999999999999997;6.0;24.0;0.9926;2.91;0.32;9.9;good
4497;6.3;0.29;0.3;8.1;0.212;60.0;150.0;0.9958;3.1;0.4;9.3;good
1425;6.8;0.22;0.49;0.9;0.052000000000000005;26.0;128.0;0.991;3.25;0.35;11.4;good
4774;7.1;0.24;0.34;1.2;0.045;6.0;132.0;0.9913200000000001;3.16;0.46;11.2;poor
3566;7.6;0.38;0.28;4.2;0.028999999999999998;7.0;112.0;0.9906;3.0;0.41;12.6;good
3086;5.8;0.31;0.32;4.5;0.024;28.0;94.0;0.98906;3.25;0.52;13.7;excellent
1451;7.2;0.4;0.49;1.1;0.048;11.0;138.0;0.9929;3.01;0.42;9.3;good
4310;5.6;0.225;0.24;9.8;0.054000000000000006;59.0;140.0;0.99545;3.17;0.39;10.2;good
3174;6.9;0.36;0.35;8.6;0.038;37.0;125.0;0.9916;3.0;0.32;12.4;excellent
3058;6.2;0.25;0.38;7.9;0.045;54.0;208.0;0.99572;3.17;0.46;9.1;good
4095;6.6;0.41;0.27;10.7;0.11;20.0;103.0;0.99672;3.08;0.41;9.0;good
2071;6.5;0.19;0.26;5.2;0.04;31.0;140.0;0.995;3.26;0.68;9.5;good
4224;5.4;0.22;0.35;6.5;0.028999999999999998;26.0;87.0;0.99092;3.29;0.44;12.5;excellent
4298;5.6;0.26;0.0;10.2;0.038;13.0;111.0;0.99315;3.44;0.46;12.4;good
3936;5.7;0.23;0.25;7.95;0.042;16.0;108.0;0.9948600000000001;3.44;0.61;10.3;good
2039;8.7;0.24;0.35;0.6;0.042;11.0;71.0;0.9926;3.08;0.38;10.6;good
4081;5.7;0.25;0.26;12.5;0.049;52.5;106.0;0.9969100000000001;3.08;0.45;9.4;good
1894;6.8;0.35;0.44;6.5;0.055999999999999994;31.0;161.0;0.9952;3.14;0.44;9.5;good
394;6.8;0.37;0.51;11.8;0.044000000000000004;62.0;163.0;0.9976;3.19;0.44;8.8;good
2281;6.3;0.16;0.22;1.3;0.046;18.0;66.0;0.9930700000000001;3.61;0.55;10.3;good
1037;7.1;0.47;0.24;6.0;0.044000000000000004;11.0;77.0;0.9956;3.21;0.56;9.7;good
3530;7.2;0.31;0.35;7.2;0.046;45.0;178.0;0.9955;3.14;0.53;9.7;good
167;6.7;0.46;0.18;2.4;0.034;25.0;98.0;0.9896;3.08;0.44;12.6;excellent
1508;6.8;0.21;0.49;14.5;0.06;50.0;170.0;0.9991;3.55;0.44;9.8;good
952;6.5;0.17;0.33;1.4;0.027999999999999997;14.0;99.0;0.9928;3.23;0.55;10.1;good
1688;6.7;0.25;0.26;1.55;0.040999999999999995;118.5;216.0;0.9949;3.55;0.63;9.4;poor
3457;6.1;0.105;0.31;1.3;0.037000000000000005;55.0;145.0;0.9912;3.41;0.41;11.1;excellent
4611;5.9;0.42;0.36;2.4;0.034;19.0;77.0;0.9918399999999999;3.25;0.48;10.9;good
2793;6.5;0.37;0.3;2.2;0.033;39.0;107.0;0.9889399999999999;3.22;0.53;13.5;excellent
936;6.4;0.43;0.32;1.4;0.048;10.0;67.0;0.992;3.08;0.41;11.4;good
1050;7.3;0.24;0.34;7.5;0.048;29.0;152.0;0.9962;3.1;0.54;9.0;good
4775;5.0;0.27;0.4;1.2;0.076;42.0;124.0;0.9920399999999999;3.32;0.47;10.1;good
2721;8.2;0.37;0.64;13.9;0.043;22.0;171.0;0.9987299999999999;2.99;0.8;9.3;good
741;5.8;0.2;0.3;1.5;0.031;21.0;57.0;0.99115;3.44;0.55;11.0;good
1623;7.0;0.14;0.49;5.9;0.053;22.0;118.0;0.9954;3.36;0.36;9.4;good
1778;6.4;0.15;0.36;1.8;0.034;43.0;150.0;0.9922;3.42;0.69;11.0;excellent
962;7.3;0.24;0.34;15.4;0.05;38.0;174.0;0.9983;3.03;0.42;9.0;good
4423;6.2;0.22;0.28;2.2;0.04;24.0;125.0;0.9917;3.19;0.48;10.5;good
645;6.3;0.26;0.25;7.8;0.057999999999999996;44.0;166.0;0.9961;3.24;0.41;9.0;good
1213;5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;good
62;7.0;0.47;0.07;1.1;0.035;17.0;151.0;0.991;3.02;0.34;10.5;good
761;7.0;0.2;0.38;8.1;0.05;42.0;173.0;0.99585;3.3;0.54;9.8;good
4072;7.5;0.16;0.38;12.7;0.043;70.5;163.0;0.9970600000000001;3.15;0.82;10.4;excellent
3;7.2;0.23;0.32;8.5;0.057999999999999996;47.0;186.0;0.9956;3.19;0.4;9.9;good
2869;6.0;0.17;0.29;5.0;0.027999999999999997;25.0;108.0;0.9907600000000001;3.14;0.34;12.3;good
279;7.0;0.3;0.49;4.7;0.036000000000000004;17.0;105.0;0.9916;3.26;0.68;12.4;excellent
3957;7.7;0.31;0.36;4.3;0.026000000000000002;15.0;87.0;0.9915200000000001;3.11;0.48;12.0;good
2569;6.6;0.24;0.24;8.6;0.034;25.0;135.0;0.99582;3.33;0.59;10.3;good
2511;6.2;0.3;0.49;11.2;0.057999999999999996;68.0;215.0;0.99656;3.19;0.6;9.4;good
3105;7.7;0.26;0.51;2.6;0.045;26.0;159.0;0.99126;3.0;0.5;11.2;good
2153;7.5;0.18;0.39;1.9;0.054000000000000006;23.0;91.0;0.9941;3.27;0.45;10.3;good
3275;6.5;0.48;0.02;0.9;0.043;32.0;99.0;0.99226;3.14;0.47;9.8;poor
64;7.2;0.24;0.27;1.4;0.038;31.0;122.0;0.9927;3.15;0.46;10.3;good
2932;6.4;0.25;0.32;11.3;0.038;69.0;192.0;0.9957299999999999;3.14;0.5;10.2;good
878;6.2;0.16;0.54;1.4;0.126;37.0;110.0;0.9932;3.23;0.37;8.9;good
3816;6.8;0.41;0.3;8.8;0.045;28.0;131.0;0.9953;3.12;0.59;9.9;good
6;6.2;0.32;0.16;7.0;0.045;30.0;136.0;0.9949;3.18;0.47;9.6;good
4834;5.9;0.37;0.3;1.5;0.033;35.0;95.0;0.9898600000000001;3.36;0.56;12.0;excellent
4502;7.1;0.25;0.31;2.3;0.05;32.0;156.0;0.9914;3.14;0.51;11.4;good
852;6.9;0.18;0.36;1.3;0.036000000000000004;40.0;117.0;0.9934;3.27;0.95;9.5;excellent
3553;5.7;0.22;0.22;16.65;0.044000000000000004;39.0;110.0;0.99855;3.24;0.48;9.0;good
3416;7.2;0.37;0.4;11.6;0.032;34.0;214.0;0.9963;3.1;0.51;9.8;good
4717;4.8;0.225;0.38;1.2;0.07400000000000001;47.0;130.0;0.9913200000000001;3.31;0.4;10.3;good
4297;7.0;0.2;0.35;8.8;0.037000000000000005;31.0;103.0;0.9938799999999999;3.13;0.49;11.0;good
2247;6.1;0.15;0.29;6.2;0.046;39.0;151.0;0.99471;3.6;0.44;10.6;good
2131;7.1;0.22;0.32;16.9;0.055999999999999994;49.0;158.0;0.9998;3.37;0.38;9.6;good
4126;6.3;0.18;0.22;5.6;0.047;45.0;147.0;0.9938299999999999;3.09;0.54;10.0;good
1362;6.4;0.25;0.33;1.4;0.04;42.0;115.0;0.9906;3.19;0.48;11.3;excellent
1405;6.3;0.39;0.24;6.9;0.069;9.0;117.0;0.9942;3.15;0.35;10.2;poor
1017;7.6;0.16;0.44;1.4;0.043;25.0;109.0;0.9932;3.11;0.75;10.3;good
1217;8.0;0.61;0.38;12.1;0.301;24.0;220.0;0.9993;2.94;0.48;9.2;good
3666;6.8;0.21;0.26;11.7;0.038;61.0;152.0;0.99523;3.02;0.56;10.5;excellent
1126;6.5;0.115;0.29;1.95;0.038;73.0;166.0;0.9890000000000001;3.12;0.25;12.9;excellent
2509;8.0;0.27;0.57;10.4;0.053;18.0;134.0;0.9973200000000001;3.12;0.68;9.0;good
4092;6.4;0.5;0.2;2.4;0.059000000000000004;19.0;112.0;0.9931399999999999;3.18;0.4;9.2;good
2855;6.9;0.33;0.26;5.0;0.027000000000000003;46.0;143.0;0.9924;3.25;0.43;11.2;excellent
3671;6.8;0.3;0.29;6.2;0.025;29.0;95.0;0.9907100000000001;3.03;0.32;12.9;excellent
1616;6.9;0.34;0.49;7.3;0.045;61.0;206.0;0.9957;3.09;0.4;9.0;good
3430;7.1;0.17;0.4;14.55;0.047;47.0;156.0;0.99945;3.34;0.78;9.1;good
2670;5.9;0.34;0.31;2.0;0.03;38.0;142.0;0.98892;3.4;0.41;12.9;excellent
3879;6.8;0.73;0.2;6.6;0.054000000000000006;25.0;65.0;0.99324;3.12;0.28;11.1;poor
3170;7.6;0.17;0.46;0.9;0.036000000000000004;63.0;147.0;0.99126;3.02;0.41;10.7;good
3246;6.8;0.22;0.41;6.7;0.034;39.0;116.0;0.99245;3.18;0.46;11.5;good
601;7.2;0.24;0.4;1.4;0.045;31.0;106.0;0.9914;2.88;0.38;10.8;good
2243;6.7;0.23;0.42;11.2;0.047;52.0;171.0;0.9975799999999999;3.54;0.74;10.4;good
54;6.8;0.2;0.59;0.9;0.147;38.0;132.0;0.993;3.05;0.38;9.1;good
1598;6.3;0.24;0.74;1.4;0.172;24.0;108.0;0.9932;3.27;0.39;9.9;good
4771;6.8;0.27;0.3;13.0;0.047;69.0;160.0;0.99705;3.16;0.5;9.6;good
166;8.4;0.27;0.46;8.7;0.048;39.0;197.0;0.9974;3.14;0.59;9.6;good
3432;7.8;0.29;0.29;3.15;0.044000000000000004;41.0;117.0;0.9915299999999999;3.24;0.35;11.5;good
1993;7.4;0.3;0.22;5.25;0.053;33.0;180.0;0.9926;3.13;0.45;11.6;good
1374;6.9;0.23;0.34;2.7;0.032;24.0;121.0;0.9902;3.14;0.38;12.4;excellent
538;6.1;0.24;0.3;1.5;0.045;22.0;61.0;0.992;3.31;0.54;10.4;good
2345;8.1;0.24;0.26;11.0;0.043;41.0;211.0;0.9967600000000001;3.11;0.49;10.0;good
4350;7.0;0.36;0.25;5.7;0.015;14.0;73.0;0.9896299999999999;2.82;0.59;13.2;good
2189;7.1;0.18;0.32;12.2;0.048;36.0;125.0;0.9967;2.92;0.54;9.4;good
1596;6.6;0.55;0.01;2.7;0.034;56.0;122.0;0.9906;3.15;0.3;11.9;good
4105;6.9;0.3;0.45;1.4;0.039;36.0;122.0;0.99059;3.07;0.47;11.1;excellent
4233;6.3;0.23;0.33;6.9;0.052000000000000005;23.0;118.0;0.9938;3.23;0.46;10.4;good
4891;5.7;0.21;0.32;0.9;0.038;38.0;121.0;0.99074;3.24;0.46;10.6;good
441;6.1;0.38;0.2;6.6;0.033;25.0;137.0;0.9938;3.3;0.69;10.4;good
509;6.0;0.24;0.27;1.9;0.048;40.0;170.0;0.9938;3.64;0.54;10.0;excellent
171;7.9;0.19;0.45;1.5;0.045;17.0;96.0;0.9917;3.13;0.39;11.0;good
66;6.4;0.26;0.24;6.4;0.04;27.0;124.0;0.9903;3.22;0.49;12.6;excellent
2422;6.2;0.44;0.18;7.7;0.096;28.0;210.0;0.99771;3.56;0.72;9.2;good
1697;6.9;0.18;0.3;2.0;0.038;39.0;190.0;0.9914;3.32;0.37;12.2;good
3025;5.4;0.22;0.29;1.2;0.045;69.0;152.0;0.9917799999999999;3.76;0.63;11.0;excellent
3054;5.8;0.15;0.31;5.9;0.036000000000000004;7.0;73.0;0.9915200000000001;3.2;0.43;11.9;good
4205;6.7;0.41;0.27;2.6;0.033;25.0;85.0;0.9908600000000001;3.05;0.34;11.7;good
1027;8.0;0.55;0.17;8.2;0.04;13.0;60.0;0.9956;3.09;0.3;9.5;poor
3419;6.1;0.3;0.3;2.1;0.031;50.0;163.0;0.9895;3.39;0.43;12.7;excellent
435;6.9;0.2;0.37;6.2;0.027000000000000003;24.0;97.0;0.992;3.38;0.49;12.2;excellent
3351;6.0;0.22;0.28;1.1;0.034;47.0;90.0;0.98862;3.22;0.38;12.6;good
383;7.2;0.27;0.27;2.4;0.048;30.0;149.0;0.9936;3.1;0.51;9.2;good
1847;7.4;0.44;0.2;11.5;0.049;44.0;157.0;0.998;3.27;0.44;9.0;good
2483;6.3;0.27;0.37;7.9;0.047;58.0;215.0;0.9954200000000001;3.19;0.48;9.5;good
2361;8.2;0.25;0.46;3.75;0.05;14.0;102.0;0.99524;3.28;0.58;9.7;good
2;8.1;0.28;0.4;6.9;0.05;30.0;97.0;0.9951;3.26;0.44;10.1;good
4746;6.3;0.23;0.5;10.4;0.043;61.0;132.0;0.9954200000000001;2.86;0.46;9.1;good
2870;6.7;0.48;0.32;1.4;0.021;22.0;121.0;0.9889;3.15;0.53;12.7;excellent
2776;7.0;0.36;0.32;10.5;0.045;35.0;135.0;0.9935;3.09;0.33;11.6;excellent
2266;9.4;0.42;0.32;6.5;0.027000000000000003;20.0;167.0;0.99479;3.08;0.43;10.6;good
4172;6.8;0.34;0.27;5.2;0.06;14.0;169.0;0.9925200000000001;3.27;0.57;11.6;good
680;6.7;0.28;0.14;1.4;0.043;64.0;159.0;0.992;3.17;0.39;10.0;good
3907;6.7;0.31;0.3;2.4;0.038;30.0;83.0;0.98867;3.09;0.36;12.8;excellent
748;6.9;0.18;0.38;8.1;0.049;44.0;176.0;0.9958;3.3;0.54;9.8;good
2554;6.4;0.15;0.44;1.2;0.043;67.0;150.0;0.9907;3.14;0.73;11.2;excellent
3453;5.6;0.34;0.3;6.9;0.038;23.0;89.0;0.99266;3.25;0.49;11.1;good
1081;6.3;0.27;0.25;5.8;0.038;52.0;155.0;0.995;3.28;0.38;9.4;good
2046;8.3;0.33;0.43;9.2;0.046;22.0;126.0;0.9982;3.38;0.47;9.3;good
3497;7.7;0.43;1.0;19.95;0.032;42.0;164.0;0.9974200000000001;3.29;0.5;12.0;good
2198;7.1;0.26;0.19;8.2;0.051;53.0;187.0;0.996;3.16;0.52;9.7;good
2226;7.7;0.28;0.58;12.1;0.046;60.0;177.0;0.9983;3.08;0.46;8.9;good
921;7.7;0.32;0.62;10.6;0.036000000000000004;56.0;153.0;0.9978;3.13;0.44;8.9;good
1358;6.8;0.35;0.32;2.4;0.048;35.0;103.0;0.9911;3.28;0.46;12.0;excellent
2536;6.5;0.23;0.25;17.3;0.046;15.0;110.0;0.99828;3.15;0.42;9.2;good
3154;7.2;0.4;0.38;2.2;0.03;40.0;109.0;0.99075;3.27;0.46;12.6;good
3357;6.0;0.22;0.33;12.2;0.033;25.0;97.0;0.99356;3.17;0.42;11.3;excellent
1504;7.0;0.17;0.74;12.8;0.045;24.0;126.0;0.9942;3.26;0.38;12.2;excellent
632;6.9;0.24;0.33;4.8;0.04;16.0;131.0;0.9936;3.26;0.64;10.7;good
930;7.7;0.17;0.52;5.9;0.017;21.0;84.0;0.9929;3.14;0.4;11.9;excellent
2925;7.7;0.25;0.3;7.8;0.038;67.0;196.0;0.99555;3.1;0.5;10.1;good
2562;6.9;0.32;0.26;2.3;0.03;11.0;103.0;0.99106;3.06;0.42;11.1;good
1194;6.2;0.37;0.22;8.3;0.025;36.0;216.0;0.9964;3.33;0.6;9.6;good
2073;6.6;0.27;0.29;5.3;0.045;57.0;189.0;0.9953;3.31;0.79;9.8;good
3202;5.6;0.42;0.34;2.4;0.022000000000000002;34.0;97.0;0.98915;3.22;0.38;12.8;excellent
3707;6.7;0.34;0.43;1.6;0.040999999999999995;29.0;114.0;0.9901399999999999;3.23;0.44;12.6;good
794;7.4;0.32;0.27;1.4;0.049;38.0;173.0;0.99335;3.03;0.52;9.3;good
2783;7.1;0.2;0.31;7.4;0.053;32.0;211.0;0.99587;3.31;0.59;10.4;good
1621;8.9;0.32;0.49;1.6;0.05;17.0;131.0;0.9956;3.13;0.34;9.4;good
4555;6.8;0.45;0.3;11.8;0.094;23.0;97.0;0.997;3.09;0.44;9.6;good
4219;7.0;0.44;0.24;12.1;0.055999999999999994;68.0;210.0;0.99718;3.05;0.5;9.5;good
4697;6.7;0.35;0.32;9.0;0.032;29.0;113.0;0.9918799999999999;3.13;0.65;12.9;excellent
3214;5.2;0.335;0.2;1.7;0.033;17.0;74.0;0.9900200000000001;3.34;0.48;12.3;good
3129;6.1;0.21;0.38;1.5;0.039;37.0;122.0;0.98972;3.2;0.43;12.0;good
3532;7.2;0.23;0.46;6.4;0.036000000000000004;17.0;85.0;0.99279;3.1;0.78;11.7;good
4352;7.3;0.28;0.35;1.6;0.054000000000000006;31.0;148.0;0.9917799999999999;3.18;0.47;10.7;good
1781;6.1;0.32;0.37;1.8;0.051;13.0;200.0;0.9945;3.49;0.44;10.5;poor
4656;6.0;0.29;0.41;10.8;0.048;55.0;149.0;0.9937;3.09;0.59;10.966666666666699;excellent
3565;8.0;0.25;0.27;9.7;0.036000000000000004;15.0;85.0;0.99406;2.99;0.36;11.2;good
4544;5.8;0.28;0.3;3.9;0.026000000000000002;36.0;105.0;0.9896299999999999;3.26;0.58;12.75;good
2891;6.9;0.2;0.3;4.7;0.040999999999999995;40.0;148.0;0.9932;3.16;0.35;10.2;good
49;6.9;0.19;0.35;5.0;0.067;32.0;150.0;0.995;3.36;0.48;9.8;good
491;7.1;0.23;0.39;1.6;0.032;12.0;65.0;0.9898;3.25;0.4;12.7;excellent
3714;8.5;0.18;0.3;1.1;0.027999999999999997;34.0;95.0;0.99272;2.83;0.36;10.0;poor
1147;8.9;0.34;0.32;1.3;0.040999999999999995;12.0;188.0;0.9953;3.17;0.49;9.5;good
2642;7.6;0.23;0.4;5.2;0.066;14.0;91.0;0.9948799999999999;3.17;0.8;9.7;good
2728;6.5;0.35;0.28;12.4;0.051;86.0;213.0;0.9962;3.16;0.51;9.9;good
1552;7.3;0.21;0.49;1.8;0.038;44.0;152.0;0.9912;3.32;0.44;12.6;excellent
2753;5.8;0.315;0.27;1.55;0.026000000000000002;15.0;70.0;0.9899399999999999;3.37;0.4;11.9;excellent
1472;7.8;0.21;0.49;1.35;0.052000000000000005;6.0;48.0;0.9911;3.15;0.28;11.4;good
4425;6.1;0.22;0.5;6.6;0.045;30.0;122.0;0.99415;3.22;0.49;9.9;good
3385;6.4;0.32;0.31;1.9;0.037000000000000005;34.0;126.0;0.99;3.06;0.45;11.8;good
2966;6.6;0.23;0.3;14.9;0.051;33.0;118.0;0.99835;3.04;0.54;9.0;good
3411;6.0;0.14;0.17;5.6;0.036000000000000004;37.0;127.0;0.9937299999999999;3.05;0.57;9.8;good
2381;7.0;0.23;0.42;5.1;0.042;37.0;144.0;0.99518;3.5;0.59;10.2;good
1566;7.6;0.18;0.49;18.05;0.046;36.0;158.0;0.9996;3.06;0.41;9.2;good
896;6.8;0.18;0.28;8.7;0.047;52.0;242.0;0.9952;3.22;0.53;10.5;good
3250;6.7;0.13;0.45;4.2;0.043;52.0;131.0;0.9916200000000001;3.06;0.54;11.3;good
468;7.2;0.39;0.62;11.0;0.047;66.0;178.0;0.9976;3.16;0.5;8.7;good
2002;7.6;0.17;0.35;1.6;0.047;43.0;154.0;0.9934;3.36;0.69;11.1;good
3986;6.8;0.11;0.27;8.6;0.044000000000000004;45.0;104.0;0.99454;3.2;0.37;9.9;good
3389;6.6;0.24;0.3;11.3;0.026000000000000002;11.0;77.0;0.9938100000000001;3.13;0.55;12.8;excellent
4008;6.1;0.25;0.48;15.8;0.052000000000000005;25.0;94.0;0.99782;3.07;0.45;9.2;good
3415;6.1;0.3;0.3;2.1;0.031;50.0;163.0;0.9895;3.39;0.43;12.7;excellent
3266;8.1;0.24;0.32;10.5;0.03;34.0;105.0;0.9940700000000001;3.11;0.42;11.8;good
3748;6.2;0.24;0.25;12.5;0.055;47.0;134.0;0.9975799999999999;3.3;0.51;9.0;good
2596;7.8;0.28;0.31;2.1;0.046;28.0;208.0;0.99434;3.23;0.64;9.8;good
1245;8.0;0.66;0.72;17.55;0.042;62.0;233.0;0.9999;2.92;0.68;9.4;poor
431;6.4;0.34;0.1;1.1;0.048;19.0;84.0;0.9927;3.21;0.38;9.8;good
4444;5.0;0.35;0.25;7.8;0.031;24.0;116.0;0.99241;3.39;0.4;11.3;good
